HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
1385,Platalea alba,African spoonbill,17.9, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Threskiornithidae, Platalea,17.9 years  (captivity),,,,,,,,,,"1,521 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Pelecaniformes
                Family: Threskiornithidae
                    Genus: Platalea",African spoonbill,ref. 649,Small,Acceptable,One specimen lived for 17.9 years in captivity [0649].,ITIS 174935,ADW account  (if available),Search EOL,Taxonomy ID 33578,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
3766,Centrochelys sulcata,African spurred tortoise,54.3, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Testudinidae, Centrochelys,54.3 years  (captivity),,,,,,,,,,"43,000 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Testudines (Taxon entry)
                Family: Testudinidae
                    Genus: Centrochelys",African spurred tortoise,ref. 451,Large,Acceptable,No observations are presently available,ITIS 949761,ADW account  (if available),Search EOL,Taxonomy ID 101698,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Geochelone sulcata,  Testudo calcarata",,,,,,,,,,,,,,
2202,Poecilogale albinucha,African striped weasel,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Mustelidae, Poecilogale,Not yet established,439 days,,32 days,65 days,2.2  (viviparous),1.2,240 days,4 g,50 g,280 g,0.0255 days-1 (from Gompertz function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Mustelidae
                    Genus: Poecilogale",African striped weasel,,,,"Little is known about the longevity of these animals, but one wild born couple was still living in captivity at about 6 years of age [0671].",ITIS 621957,ADW account  (if available),Search EOL,Taxonomy ID 311562,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
68,Hoplobatrachus occipitalis,African tigrine frog,10.9, Animalia, Chordata, Amphibia (Taxon entry), Anura, Dicroglossidae, Hoplobatrachus,10.9 years  (captivity),,,,,,,,,,48.1 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Amphibia (Taxon entry)
            Order: Anura
                Family: Dicroglossidae
                    Genus: Hoplobatrachus",African tigrine frog,ref. 451,Small,Acceptable,No observations are presently available,ITIS 664986,ADW account  (if available),Search EOL,Taxonomy ID 127645,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Rana occipitalis,  Rana bragantina,  Ranosoma schereri,  Rana mwanzae,  Dicroglossus occipitalis,  Euphlyctis occipitalis,  Limnonectes occipitalis,  Rana tigrina occipitalis,  Rana esculenta bilmaensis",,,(oviparous),,,,,,,,,,,
3027,Colomys goslingi,African water rat,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Colomys,Not yet established,,,,,2  (viviparous),,,,,58.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Muridae
                    Genus: Colomys",African water rat,,,,"Little is known about the longevity of these animals, though they have been reported to live up to 3 years in captivity [0542].",ITIS 585198,ADW account  (if available),Search EOL,Taxonomy ID 119564,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2636,Equus asinus,African wild ass,47, Animalia, Chordata, Mammalia (Taxon entry), Perissodactyla, Equidae, Equus,47 years  (captivity),708 days,"1,005 days",359 days,,1  (viviparous),,,"30,000 g",,"164,998 g",,153%,Not yet available,164.9200 W,177500.0 g,0.000929 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Perissodactyla
                Family: Equidae
                    Genus: Equus",African wild ass,ref. 671,Large,High,"When domesticated these animals are called donkeys. In captivity the African wild ass can live up to 28.5 years [0671]. Donkeys, however, have been reported to live up to 47 years, and females can reproduce for some 20 years [0434]. While these reports may be true, anecdotal reports of animals living over 50 years are doubtful.Aged animals suffer from joint and dental issues, as well as vascular disorders [1389].",ITIS 180690,ADW account,Search EOL,Taxonomy ID 9793,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Asinus vulgaris,  Equus asinus asinus,  Equus asinus palaestinae,  Equus africanus asinus",,,,,,,,,,,,,,
2085,Lycaon pictus,African wild dog,17, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Lycaon,17 years  (captivity),639 days,639 days,72 days,91 days,8  (viviparous),1,362 days,318 g,,"26,500 g",,73%,Not yet available,33.0100 W,8750.0 g,0.003773 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Carnivora
                Family: Canidae
                    Genus: Lycaon",African wild dog,ref. 671,Large,High,"These animals have been estimated to live up to 17 years [0434], though record longevity in captivity is only 15.1 years [0671]. Further studies are necessary.",ITIS 183833,ADW account,Search EOL,Taxonomy ID 9622,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Hyaena picta,,,,,,,,,,,,,,
2449,Antechinus agilis,Agile antechinus,4.7, Animalia, Chordata, Mammalia (Taxon entry), Dasyuromorphia, Dasyuridae, Antechinus,4.7 years  (captivity),330 days,285 days,27 days,90 days,10  (viviparous),,365 days,,10 g,18 g,,61%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Dasyuromorphia
                Family: Dasyuridae
                    Genus: Antechinus",Agile antechinus,ref. 671,Tiny,Acceptable,This species is now recognized as a separate species from the brown antechinus (Antechinus stuartii). One animal was at least 4.7 years when it died in captivity [0671].,ITIS 709389,ADW account  (if available),Search EOL,Taxonomy ID 400481,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2794,Hylobates agilis,Agile gibbon,49, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Hylobatidae, Hylobates,49 years  (captivity),"2,849 days","1,825 days",216 days,724 days,1  (viviparous),0.3,"1,138 days",,,"5,925 g",,265%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Hylobatidae
                    Genus: Hylobates",Agile gibbon,ref. 671,Medium,Acceptable,"One wild born female, estimated to be around 49 years old, was still alive in captivity [0671].",ITIS 573069,ADW account,Search EOL,Taxonomy ID 9579,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Hylobates rafflei,  Hylobates unko,  Hylobates albo nigrescens,  Hylobates albo griseus",,,,,,,,,,,,,,
2495,Gracilinanus agilis,"Agile gracile opossum, or Paraguayan slender mouse opossum",6.1, Animalia, Chordata, Mammalia (Taxon entry), Didelphimorphia, Didelphidae, Gracilinanus,6.1 years  (captivity),270 days,,20 days,,12  (viviparous),,,,,22 g,,77%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Didelphimorphia
                Family: Didelphidae
                    Genus: Gracilinanus","Agile gracile opossum, or Paraguayan slender mouse opossum",ref. 671,Small,Acceptable,One captive animal was still alive at 6.1 years of age [0671].,ITIS 552538,ADW account  (if available),Search EOL,Taxonomy ID 191870,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2990,Dipodomys agilis,Agile kangaroo rat,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Heteromyidae, Dipodomys,Not yet established,210 days,,,,2.6  (viviparous),1,,,,61 g,,,310ºK or 37.0ºC or 98.6ºF,0.3550 W,60.6 g,0.005858 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Heteromyidae
                    Genus: Dipodomys",Agile kangaroo rat,,,,"Little is known about the longevity of these animals, though they have been reported to live up to 6.2 years [0520].",ITIS 180233,ADW account  (if available),Search EOL,Taxonomy ID 50722,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2714,Cercocebus agilis,Agile mangabey,31, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Cercocebus,31 years  (captivity),"1,536 days",,170 days,,(viviparous),,,,,"8,000 g",,160%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Cercopithecidae
                    Genus: Cercocebus",Agile mangabey,ref. 671,Tiny,Acceptable,One wild born specimen was about 31 years old when it died in captivity [0671].,ITIS 572993,ADW account,Search EOL,Taxonomy ID 255237,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cercocebus fumosus,  Cercocebus hagenbecki,  Cercocebus oberlaenderi",,,,,,,,,,,,,,
2525,Macropus agilis,Agile wallaby,16.9, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Macropus,16.9 years  (captivity),365 days,425 days,29 days,214 days,1  (viviparous),1.8,220 days,0.634 g,"2,287 g","16,000 g",,78%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Macropodidae
                    Genus: Macropus",Agile wallaby,ref. 671,Medium,Acceptable,In the wild these animals are expected to live up to 14 years [0434]. One specimen lived 16.9 years in captivity [0671].,ITIS 552727,ADW account,Search EOL,Taxonomy ID 9313,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4060,Kneria auriculata,Airbreathing shellear,3, Animalia, Chordata, Teleostei, Gonorynchiformes, Kneriidae, Kneria,3 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Gonorynchiformes
                Family: Kneriidae
                    Genus: Kneria",Airbreathing shellear,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 639405,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
908,Loxops coccineus,Akepa,10, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Fringillidae, Loxops,10 years  (wild),365 days,730 days,,,,,,,,10.4 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Fringillidae
                    Genus: Loxops",Akepa,ref. 445,Medium,Acceptable,No observations are presently available,ITIS 179580,ADW account,Search EOL,Taxonomy ID 64804,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Loxops coccineus coccineus,  Fringilla coccinea",,15 days,1.5  (oviparous),1,,,,,,,,,,
